FECHA,HORA,BJU
16/04/2018,14,62
16/04/2018,15,52
16/04/2018,16,51
16/04/2018,17,48
16/04/2018,18,54
16/04/2018,19,74
16/04/2018,20,65
16/04/2018,21,46
16/04/2018,22,36
16/04/2018,23,28
16/04/2018,24,29
17/04/2018,1,32
17/04/2018,2,32
17/04/2018,3,37
17/04/2018,4,35
17/04/2018,5,30
17/04/2018,6,39
17/04/2018,7,43
17/04/2018,8,55
17/04/2018,9,55
17/04/2018,10,68
17/04/2018,11,60
17/04/2018,12,57
17/04/2018,13,49
17/04/2018,14,59
17/04/2018,15,52
17/04/2018,16,51
17/04/2018,17,51
17/04/2018,18,57
17/04/2018,19,72
17/04/2018,20,75
17/04/2018,21,63
17/04/2018,22,51
17/04/2018,23,37
17/04/2018,24,42
18/04/2018,1,34
18/04/2018,2,32
18/04/2018,3,28
18/04/2018,4,30
18/04/2018,5,29
18/04/2018,6,41
18/04/2018,7,53
18/04/2018,8,66
18/04/2018,9,70
18/04/2018,10,87
18/04/2018,11,56
18/04/2018,12,44
18/04/2018,13,38
18/04/2018,14,40
18/04/2018,15,51
18/04/2018,16,52
18/04/2018,17,53
18/04/2018,18,51
18/04/2018,19,76
18/04/2018,20,47
18/04/2018,21,41
18/04/2018,22,39
18/04/2018,23,33
18/04/2018,24,31
19/04/2018,1,33
19/04/2018,2,31
19/04/2018,3,34
19/04/2018,4,31
19/04/2018,5,34
19/04/2018,6,41
19/04/2018,7,57
19/04/2018,8,56
19/04/2018,9,40
19/04/2018,10,80
19/04/2018,11,67
19/04/2018,12,50
19/04/2018,13,42
19/04/2018,14,52
19/04/2018,15,65
19/04/2018,16,45
19/04/2018,17,62
19/04/2018,18,62
19/04/2018,19,60
19/04/2018,20,59
19/04/2018,21,52
19/04/2018,22,45
19/04/2018,23,38
19/04/2018,24,41
20/04/2018,1,37
20/04/2018,2,31
20/04/2018,3,33
20/04/2018,4,40
20/04/2018,5,35
20/04/2018,6,34
20/04/2018,7,38
20/04/2018,8,41
20/04/2018,9,63
20/04/2018,10,75
20/04/2018,11,76
20/04/2018,12,65
20/04/2018,13,38
20/04/2018,14,49
20/04/2018,15,57
20/04/2018,16,52
20/04/2018,17,47
20/04/2018,18,46
20/04/2018,19,46
20/04/2018,20,39
20/04/2018,21,41
20/04/2018,22,65
20/04/2018,23,71
20/04/2018,24,62
21/04/2018,1,58
21/04/2018,2,62
21/04/2018,3,54
21/04/2018,4,54
21/04/2018,5,50
21/04/2018,6,52
21/04/2018,7,64
21/04/2018,8,67
21/04/2018,9,64
21/04/2018,10,80
21/04/2018,11,71
21/04/2018,12,64
21/04/2018,13,61
21/04/2018,14,62
21/04/2018,15,46
21/04/2018,16,45
21/04/2018,17,50
21/04/2018,18,58
21/04/2018,19,69
21/04/2018,20,75
21/04/2018,21,34
21/04/2018,22,25
21/04/2018,23,20
21/04/2018,24,22
22/04/2018,1,24
22/04/2018,2,22
22/04/2018,3,20
22/04/2018,4,24
22/04/2018,5,35
22/04/2018,6,28
22/04/2018,7,43
22/04/2018,8,41
22/04/2018,9,50
22/04/2018,10,56
22/04/2018,11,45
22/04/2018,12,40
22/04/2018,13,35
22/04/2018,14,38
22/04/2018,15,51
22/04/2018,16,51
22/04/2018,17,49
22/04/2018,18,87
22/04/2018,19,65
22/04/2018,20,36
22/04/2018,21,26
22/04/2018,22,15
22/04/2018,23,19
22/04/2018,24,17
23/04/2018,1,28
23/04/2018,2,29
23/04/2018,3,24
23/04/2018,4,29
23/04/2018,5,25
23/04/2018,6,34
23/04/2018,7,38
23/04/2018,8,47
23/04/2018,9,55
23/04/2018,10,74
23/04/2018,11,80
23/04/2018,12,62
23/04/2018,13,58
23/04/2018,14,65
23/04/2018,15,70
23/04/2018,16,66
23/04/2018,17,66
23/04/2018,18,65
23/04/2018,19,44
23/04/2018,20,44
23/04/2018,21,29
23/04/2018,22,31
23/04/2018,23,36
23/04/2018,24,37
24/04/2018,1,50
24/04/2018,2,25
24/04/2018,3,50
24/04/2018,4,35
24/04/2018,5,31
24/04/2018,6,41
24/04/2018,7,46
24/04/2018,8,51
24/04/2018,9,48
24/04/2018,10,47
24/04/2018,11,74
24/04/2018,12,76
24/04/2018,13,72
24/04/2018,14,95
24/04/2018,15,50
24/04/2018,16,48
24/04/2018,17,37
24/04/2018,18,38
24/04/2018,19,66
24/04/2018,20,49
24/04/2018,21,43
24/04/2018,22,23
24/04/2018,23,23
24/04/2018,24,16
25/04/2018,1,14
25/04/2018,2,16
25/04/2018,3,21
25/04/2018,4,24
25/04/2018,5,24
25/04/2018,6,35
25/04/2018,7,55
25/04/2018,8,52
25/04/2018,9,63
25/04/2018,10,62
25/04/2018,11,55
25/04/2018,12,54
25/04/2018,13,50
25/04/2018,14,52
25/04/2018,15,42
25/04/2018,16,44
25/04/2018,17,23
25/04/2018,18,32
25/04/2018,19,38
25/04/2018,20,44
25/04/2018,21,53
25/04/2018,22,59
25/04/2018,23,69
25/04/2018,24,72
26/04/2018,1,57
26/04/2018,2,54
26/04/2018,3,49
26/04/2018,4,48
26/04/2018,5,54
26/04/2018,6,45
26/04/2018,7,63
26/04/2018,8,70
26/04/2018,9,94
26/04/2018,10,105
26/04/2018,11,110
26/04/2018,12,104
26/04/2018,13,90
26/04/2018,14,54
26/04/2018,15,43
26/04/2018,16,44
26/04/2018,17,53
26/04/2018,18,61
26/04/2018,19,55
26/04/2018,20,48
26/04/2018,21,41
26/04/2018,22,34
26/04/2018,23,38
26/04/2018,24,35
27/04/2018,1,29
27/04/2018,2,34
27/04/2018,3,42
27/04/2018,4,37
27/04/2018,5,42
27/04/2018,6,50
27/04/2018,7,69
27/04/2018,8,65
27/04/2018,9,66
27/04/2018,10,68
27/04/2018,11,60
27/04/2018,12,58
27/04/2018,13,62
27/04/2018,14,81
27/04/2018,15,67
27/04/2018,16,63
27/04/2018,17,72
27/04/2018,18,76
27/04/2018,19,62
27/04/2018,20,76
27/04/2018,21,40
27/04/2018,22,23
27/04/2018,23,18
27/04/2018,24,22
28/04/2018,1,25
28/04/2018,2,27
28/04/2018,3,28
28/04/2018,4,26
28/04/2018,5,32
28/04/2018,6,37
28/04/2018,7,47
28/04/2018,8,48
28/04/2018,9,61
28/04/2018,10,60
28/04/2018,11,50
28/04/2018,12,59
28/04/2018,13,60
28/04/2018,14,58
28/04/2018,15,59
28/04/2018,16,58
28/04/2018,17,37
28/04/2018,18,43
28/04/2018,19,44
28/04/2018,20,35
28/04/2018,21,40
28/04/2018,22,57
28/04/2018,23,41
28/04/2018,24,32
29/04/2018,1,35
29/04/2018,2,33
29/04/2018,3,36
29/04/2018,4,40
29/04/2018,5,45
29/04/2018,6,43
29/04/2018,7,47
29/04/2018,8,51
29/04/2018,9,55
29/04/2018,10,78
29/04/2018,11,75
29/04/2018,12,64
29/04/2018,13,46
29/04/2018,14,50
29/04/2018,15,43
29/04/2018,16,42
29/04/2018,17,45
29/04/2018,18,31
29/04/2018,19,28
29/04/2018,20,38
29/04/2018,21,39
29/04/2018,22,52
29/04/2018,23,49
29/04/2018,24,39
30/04/2018,1,45
30/04/2018,2,27
30/04/2018,3,36
30/04/2018,4,20
30/04/2018,5,23
30/04/2018,6,42
30/04/2018,7,52
30/04/2018,8,45
30/04/2018,9,46
30/04/2018,10,61
30/04/2018,11,81
30/04/2018,12,63
30/04/2018,13,57
30/04/2018,14,51
30/04/2018,15,39
30/04/2018,16,46
30/04/2018,17,32
30/04/2018,18,24
30/04/2018,19,25
30/04/2018,20,28
30/04/2018,21,75
30/04/2018,22,38
30/04/2018,23,20
30/04/2018,24,24
01/05/2018,1,23
01/05/2018,2,18
01/05/2018,3,19
01/05/2018,4,16
01/05/2018,5,20
01/05/2018,6,30
01/05/2018,7,35
01/05/2018,8,40
01/05/2018,9,42
01/05/2018,10,44
01/05/2018,11,39
01/05/2018,12,38
01/05/2018,13,36
01/05/2018,14,33
01/05/2018,15,29
01/05/2018,16,23
01/05/2018,17,24
01/05/2018,18,23
01/05/2018,19,42
01/05/2018,20,25
01/05/2018,21,19
01/05/2018,22,16
01/05/2018,23,12
01/05/2018,24,15
02/05/2018,1,19
02/05/2018,2,17
02/05/2018,3,13
02/05/2018,4,16
02/05/2018,5,25
02/05/2018,6,28
02/05/2018,7,42
02/05/2018,8,46
02/05/2018,9,53
02/05/2018,10,55
02/05/2018,11,81
02/05/2018,12,66
02/05/2018,13,32
02/05/2018,14,16
02/05/2018,15,25
02/05/2018,16,27
02/05/2018,17,35
02/05/2018,18,31
02/05/2018,19,27
02/05/2018,20,41
02/05/2018,21,52
02/05/2018,22,45
02/05/2018,23,45
02/05/2018,24,46
03/05/2018,1,33
03/05/2018,2,23
03/05/2018,3,23
03/05/2018,4,21
03/05/2018,5,26
03/05/2018,6,33
03/05/2018,7,40
03/05/2018,8,40
03/05/2018,9,51
03/05/2018,10,67
03/05/2018,11,65
03/05/2018,12,54
03/05/2018,13,49
03/05/2018,14,52
03/05/2018,15,39
03/05/2018,16,48
03/05/2018,17,55
03/05/2018,18,47
03/05/2018,19,40
03/05/2018,20,40
03/05/2018,21,33
03/05/2018,22,30
03/05/2018,23,22
03/05/2018,24,31
04/05/2018,1,24
04/05/2018,2,32
04/05/2018,3,33
04/05/2018,4,40
04/05/2018,5,39
04/05/2018,6,54
04/05/2018,7,49
04/05/2018,8,54
04/05/2018,9,67
04/05/2018,10,83
04/05/2018,11,77
04/05/2018,12,89
04/05/2018,13,59
04/05/2018,14,44
04/05/2018,15,71
04/05/2018,16,65
04/05/2018,17,38
04/05/2018,18,46
04/05/2018,19,43
04/05/2018,20,21
04/05/2018,21,32
04/05/2018,22,20
04/05/2018,23,20
04/05/2018,24,20
05/05/2018,1,15
05/05/2018,2,18
05/05/2018,3,21
05/05/2018,4,18
05/05/2018,5,17
05/05/2018,6,27
05/05/2018,7,26
05/05/2018,8,41
05/05/2018,9,35
05/05/2018,10,36
05/05/2018,11,38
05/05/2018,12,27
05/05/2018,13,30
05/05/2018,14,44
05/05/2018,15,44
05/05/2018,16,32
05/05/2018,17,23
05/05/2018,18,19
05/05/2018,19,24
05/05/2018,20,19
05/05/2018,21,12
05/05/2018,22,8
05/05/2018,23,9
05/05/2018,24,15
06/05/2018,1,4
06/05/2018,2,5
06/05/2018,3,23
06/05/2018,4,13
06/05/2018,5,18
06/05/2018,6,30
06/05/2018,7,24
06/05/2018,8,28
06/05/2018,9,22
06/05/2018,10,34
06/05/2018,11,36
06/05/2018,12,18
06/05/2018,13,35
06/05/2018,14,34
06/05/2018,15,32
06/05/2018,16,25
06/05/2018,17,28
06/05/2018,18,25
06/05/2018,19,23
06/05/2018,20,18
06/05/2018,21,16
06/05/2018,22,18
06/05/2018,23,17
06/05/2018,24,16
07/05/2018,1,22
07/05/2018,2,25
07/05/2018,3,25
07/05/2018,4,25
07/05/2018,5,18
07/05/2018,6,24
07/05/2018,7,26
07/05/2018,8,28
07/05/2018,9,39
07/05/2018,10,49
07/05/2018,11,40
07/05/2018,12,49
07/05/2018,13,36
07/05/2018,14,40
07/05/2018,15,43
07/05/2018,16,56
07/05/2018,17,59
07/05/2018,18,57
07/05/2018,19,54
07/05/2018,20,29
07/05/2018,21,24
07/05/2018,22,27
07/05/2018,23,26
07/05/2018,24,25
08/05/2018,1,25
08/05/2018,2,23
08/05/2018,3,25
08/05/2018,4,25
08/05/2018,5,28
08/05/2018,6,36
08/05/2018,7,30
08/05/2018,8,36
08/05/2018,9,45
08/05/2018,10,55
08/05/2018,11,50
08/05/2018,12,72
08/05/2018,13,55
08/05/2018,14,50
08/05/2018,15,54
08/05/2018,16,38
08/05/2018,17,39
08/05/2018,18,33
08/05/2018,19,27
08/05/2018,20,27
08/05/2018,21,18
08/05/2018,22,28
08/05/2018,23,30
08/05/2018,24,34
09/05/2018,1,30
09/05/2018,2,35
09/05/2018,3,32
09/05/2018,4,38
09/05/2018,5,32
09/05/2018,6,33
09/05/2018,7,39
09/05/2018,8,44
09/05/2018,9,52
09/05/2018,10,47
09/05/2018,11,73
09/05/2018,12,58
09/05/2018,13,35
09/05/2018,14,46
09/05/2018,15,64
09/05/2018,16,49
09/05/2018,17,40
09/05/2018,18,22
09/05/2018,19,24
09/05/2018,20,30
09/05/2018,21,16
09/05/2018,22,16
09/05/2018,23,25
09/05/2018,24,35
10/05/2018,1,27
10/05/2018,2,23
10/05/2018,3,29
10/05/2018,4,34
10/05/2018,5,29
10/05/2018,6,43
10/05/2018,7,55
10/05/2018,8,54
10/05/2018,9,55
10/05/2018,10,63
10/05/2018,11,43
10/05/2018,12,55
10/05/2018,13,37
10/05/2018,14,30
10/05/2018,15,51
10/05/2018,16,44
10/05/2018,17,38
10/05/2018,18,26
10/05/2018,19,38
10/05/2018,20,31
10/05/2018,21,18
10/05/2018,22,19
10/05/2018,23,26
10/05/2018,24,28
11/05/2018,1,28
11/05/2018,2,33
11/05/2018,3,41
11/05/2018,4,34
11/05/2018,5,35
11/05/2018,6,43
11/05/2018,7,44
11/05/2018,8,44
11/05/2018,9,39
11/05/2018,10,43
11/05/2018,11,52
11/05/2018,12,66
11/05/2018,13,53
11/05/2018,14,40
11/05/2018,15,54
11/05/2018,16,54
11/05/2018,17,53
11/05/2018,18,38
11/05/2018,19,39
11/05/2018,20,37
11/05/2018,21,39
11/05/2018,22,34
11/05/2018,23,28
11/05/2018,24,28
12/05/2018,1,20
12/05/2018,2,24
12/05/2018,3,32
12/05/2018,4,27
12/05/2018,5,22
12/05/2018,6,34
12/05/2018,7,38
12/05/2018,8,43
12/05/2018,9,32
12/05/2018,10,39
12/05/2018,11,49
12/05/2018,12,52
12/05/2018,13,41
12/05/2018,14,49
12/05/2018,15,46
12/05/2018,16,38
12/05/2018,17,51
12/05/2018,18,45
12/05/2018,19,37
12/05/2018,20,36
12/05/2018,21,32
12/05/2018,22,33
12/05/2018,23,34
12/05/2018,24,36
13/05/2018,1,27
13/05/2018,2,34
13/05/2018,3,27
13/05/2018,4,31
13/05/2018,5,29
13/05/2018,6,36
13/05/2018,7,31
13/05/2018,8,37
13/05/2018,9,60
13/05/2018,10,54
13/05/2018,11,64
13/05/2018,12,48
13/05/2018,13,35
13/05/2018,14,30
13/05/2018,15,33
13/05/2018,16,29
13/05/2018,17,30
13/05/2018,18,44
13/05/2018,19,42
13/05/2018,20,42
13/05/2018,21,42
13/05/2018,22,29
13/05/2018,23,21
13/05/2018,24,-99
14/05/2018,1,24
14/05/2018,2,15
14/05/2018,3,20
14/05/2018,4,34
14/05/2018,5,21
14/05/2018,6,38
14/05/2018,7,55
14/05/2018,8,72
14/05/2018,9,69
14/05/2018,10,60
14/05/2018,11,59
14/05/2018,12,50
14/05/2018,13,48
14/05/2018,14,40
14/05/2018,15,48
14/05/2018,16,52
14/05/2018,17,47
14/05/2018,18,35
14/05/2018,19,32
14/05/2018,20,36
14/05/2018,21,45
14/05/2018,22,53
14/05/2018,23,40
14/05/2018,24,39
15/05/2018,1,36
15/05/2018,2,32
15/05/2018,3,30
15/05/2018,4,38
15/05/2018,5,40
15/05/2018,6,43
15/05/2018,7,46
15/05/2018,8,67
15/05/2018,9,71
15/05/2018,10,64
15/05/2018,11,47
15/05/2018,12,40
15/05/2018,13,52
15/05/2018,14,51
15/05/2018,15,34
15/05/2018,16,34
15/05/2018,17,42
15/05/2018,18,31
15/05/2018,19,42
15/05/2018,20,37
15/05/2018,21,39
15/05/2018,22,37
15/05/2018,23,32
15/05/2018,24,30
16/05/2018,1,37
16/05/2018,2,39
16/05/2018,3,31
16/05/2018,4,26
16/05/2018,5,22
16/05/2018,6,34
16/05/2018,7,58
16/05/2018,8,59
16/05/2018,9,80
16/05/2018,10,79
16/05/2018,11,67
16/05/2018,12,51
16/05/2018,13,49
16/05/2018,14,46
16/05/2018,15,35
16/05/2018,16,35
16/05/2018,17,34
16/05/2018,18,30
16/05/2018,19,30
16/05/2018,20,35
16/05/2018,21,40
16/05/2018,22,33
16/05/2018,23,31
16/05/2018,24,38
17/05/2018,1,34
17/05/2018,2,32
17/05/2018,3,33
17/05/2018,4,33
17/05/2018,5,39
17/05/2018,6,51
17/05/2018,7,58
17/05/2018,8,54
17/05/2018,9,67
17/05/2018,10,70
17/05/2018,11,55
17/05/2018,12,43
17/05/2018,13,34
17/05/2018,14,49
17/05/2018,15,45
17/05/2018,16,32
17/05/2018,17,42
17/05/2018,18,27
17/05/2018,19,30
17/05/2018,20,28
17/05/2018,21,24
17/05/2018,22,26
17/05/2018,23,24
17/05/2018,24,28
18/05/2018,1,23
18/05/2018,2,33
18/05/2018,3,25
18/05/2018,4,25
18/05/2018,5,25
18/05/2018,6,46
18/05/2018,7,58
18/05/2018,8,60
18/05/2018,9,55
18/05/2018,10,64
18/05/2018,11,55
18/05/2018,12,59
18/05/2018,13,37
18/05/2018,14,36
18/05/2018,15,39
18/05/2018,16,41
18/05/2018,17,35
18/05/2018,18,31
18/05/2018,19,35
18/05/2018,20,72
18/05/2018,21,69
18/05/2018,22,66
18/05/2018,23,71
18/05/2018,24,63
19/05/2018,1,75
19/05/2018,2,50
19/05/2018,3,63
19/05/2018,4,54
19/05/2018,5,38
19/05/2018,6,40
19/05/2018,7,48
19/05/2018,8,53
19/05/2018,9,35
19/05/2018,10,30
19/05/2018,11,39
19/05/2018,12,42
19/05/2018,13,34
19/05/2018,14,46
19/05/2018,15,47
19/05/2018,16,39
19/05/2018,17,82
19/05/2018,18,78
19/05/2018,19,40
19/05/2018,20,32
19/05/2018,21,20
19/05/2018,22,22
19/05/2018,23,33
19/05/2018,24,12
20/05/2018,1,21
20/05/2018,2,28
20/05/2018,3,31
20/05/2018,4,30
20/05/2018,5,26
20/05/2018,6,38
20/05/2018,7,30
20/05/2018,8,40
20/05/2018,9,32
20/05/2018,10,45
20/05/2018,11,49
20/05/2018,12,53
20/05/2018,13,37
20/05/2018,14,28
20/05/2018,15,25
20/05/2018,16,21
20/05/2018,17,24
20/05/2018,18,32
20/05/2018,19,39
20/05/2018,20,34
20/05/2018,21,18
20/05/2018,22,26
20/05/2018,23,31
20/05/2018,24,24
21/05/2018,1,28
21/05/2018,2,37
21/05/2018,3,35
21/05/2018,4,35
21/05/2018,5,30
21/05/2018,6,43
21/05/2018,7,46
21/05/2018,8,52
21/05/2018,9,53
21/05/2018,10,72
21/05/2018,11,78
21/05/2018,12,69
21/05/2018,13,71
21/05/2018,14,51
21/05/2018,15,57
21/05/2018,16,74
21/05/2018,17,44
21/05/2018,18,41
21/05/2018,19,40
21/05/2018,20,15
21/05/2018,21,22
21/05/2018,22,24
21/05/2018,23,36
21/05/2018,24,43
22/05/2018,1,20
22/05/2018,2,26
22/05/2018,3,23
22/05/2018,4,28
22/05/2018,5,28
22/05/2018,6,36
22/05/2018,7,51
22/05/2018,8,43
22/05/2018,9,48
22/05/2018,10,-99
22/05/2018,11,-99
22/05/2018,12,-99
22/05/2018,13,-99
22/05/2018,14,43
22/05/2018,15,45
22/05/2018,16,64
22/05/2018,17,68
22/05/2018,18,56
22/05/2018,19,39
22/05/2018,20,23
22/05/2018,21,19
22/05/2018,22,12
22/05/2018,23,20
22/05/2018,24,29
23/05/2018,1,25
23/05/2018,2,22
23/05/2018,3,24
23/05/2018,4,23
23/05/2018,5,22
23/05/2018,6,36
23/05/2018,7,39
23/05/2018,8,43
23/05/2018,9,46
23/05/2018,10,63
23/05/2018,11,77
23/05/2018,12,89
23/05/2018,13,83
23/05/2018,14,68
23/05/2018,15,44
23/05/2018,16,38
23/05/2018,17,63
23/05/2018,18,40
23/05/2018,19,43
23/05/2018,20,47
23/05/2018,21,48
23/05/2018,22,23
23/05/2018,23,37
23/05/2018,24,39
24/05/2018,1,40
24/05/2018,2,35
24/05/2018,3,25
24/05/2018,4,31
24/05/2018,5,38
24/05/2018,6,43
24/05/2018,7,53
24/05/2018,8,53
24/05/2018,9,79
24/05/2018,10,85
24/05/2018,11,91
24/05/2018,12,81
24/05/2018,13,55
24/05/2018,14,58
24/05/2018,15,45
24/05/2018,16,48
24/05/2018,17,37
24/05/2018,18,30
24/05/2018,19,32
24/05/2018,20,28
24/05/2018,21,30
24/05/2018,22,27
24/05/2018,23,40
24/05/2018,24,31
25/05/2018,1,49
25/05/2018,2,32
25/05/2018,3,37
25/05/2018,4,45
25/05/2018,5,45
25/05/2018,6,47
25/05/2018,7,55
25/05/2018,8,63
25/05/2018,9,81
25/05/2018,10,67
25/05/2018,11,51
25/05/2018,12,47
25/05/2018,13,44
25/05/2018,14,43
25/05/2018,15,41
25/05/2018,16,33
25/05/2018,17,43
25/05/2018,18,29
25/05/2018,19,23
25/05/2018,20,24
25/05/2018,21,29
25/05/2018,22,35
25/05/2018,23,23
25/05/2018,24,30
26/05/2018,1,39
26/05/2018,2,19
26/05/2018,3,26
26/05/2018,4,37
26/05/2018,5,45
26/05/2018,6,49
26/05/2018,7,49
26/05/2018,8,51
26/05/2018,9,60
26/05/2018,10,41
26/05/2018,11,46
26/05/2018,12,29
26/05/2018,13,31
26/05/2018,14,41
26/05/2018,15,38
26/05/2018,16,40
26/05/2018,17,29
26/05/2018,18,33
26/05/2018,19,30
26/05/2018,20,23
26/05/2018,21,33
26/05/2018,22,37
26/05/2018,23,35
26/05/2018,24,28
27/05/2018,1,21
27/05/2018,2,20
27/05/2018,3,29
27/05/2018,4,23
27/05/2018,5,6
27/05/2018,6,16
27/05/2018,7,24
27/05/2018,8,36
27/05/2018,9,53
27/05/2018,10,46
27/05/2018,11,33
27/05/2018,12,27
27/05/2018,13,26
27/05/2018,14,28
27/05/2018,15,48
27/05/2018,16,38
27/05/2018,17,31
27/05/2018,18,18
27/05/2018,19,24
27/05/2018,20,19
27/05/2018,21,46
27/05/2018,22,45
27/05/2018,23,39
27/05/2018,24,39
28/05/2018,1,41
28/05/2018,2,33
28/05/2018,3,24
28/05/2018,4,24
28/05/2018,5,26
28/05/2018,6,40
28/05/2018,7,43
28/05/2018,8,48
28/05/2018,9,55
28/05/2018,10,59
28/05/2018,11,62
28/05/2018,12,54
28/05/2018,13,43
28/05/2018,14,49
28/05/2018,15,45
28/05/2018,16,40
28/05/2018,17,31
28/05/2018,18,27
28/05/2018,19,34
28/05/2018,20,30
28/05/2018,21,24
28/05/2018,22,21
28/05/2018,23,39
28/05/2018,24,36
29/05/2018,1,26
29/05/2018,2,27
29/05/2018,3,28
29/05/2018,4,54
29/05/2018,5,58
29/05/2018,6,47
29/05/2018,7,49
29/05/2018,8,56
29/05/2018,9,64
29/05/2018,10,80
29/05/2018,11,44
29/05/2018,12,34
29/05/2018,13,40
29/05/2018,14,39
29/05/2018,15,44
29/05/2018,16,44
29/05/2018,17,49
29/05/2018,18,39
29/05/2018,19,32
29/05/2018,20,32
29/05/2018,21,35
29/05/2018,22,35
29/05/2018,23,32
29/05/2018,24,31
30/05/2018,1,38
30/05/2018,2,26
30/05/2018,3,21
30/05/2018,4,30
30/05/2018,5,34
30/05/2018,6,49
30/05/2018,7,45
30/05/2018,8,51
30/05/2018,9,60
30/05/2018,10,59
30/05/2018,11,70
30/05/2018,12,76
30/05/2018,13,58
30/05/2018,14,49
30/05/2018,15,67
30/05/2018,16,59
30/05/2018,17,50
30/05/2018,18,48
30/05/2018,19,39
30/05/2018,20,45
30/05/2018,21,30
30/05/2018,22,34
30/05/2018,23,23
30/05/2018,24,27
31/05/2018,1,31
31/05/2018,2,34
31/05/2018,3,20
31/05/2018,4,19
31/05/2018,5,36
31/05/2018,6,42
31/05/2018,7,52
31/05/2018,8,53
31/05/2018,9,62
31/05/2018,10,61
31/05/2018,11,33
31/05/2018,12,31
31/05/2018,13,36
31/05/2018,14,45
31/05/2018,15,55
31/05/2018,16,61
31/05/2018,17,63
31/05/2018,18,47
31/05/2018,19,33
31/05/2018,20,29
31/05/2018,21,30
31/05/2018,22,33
31/05/2018,23,38
31/05/2018,24,24
01/06/2018,1,35
01/06/2018,2,36
01/06/2018,3,48
01/06/2018,4,35
01/06/2018,5,41
01/06/2018,6,39
01/06/2018,7,50
01/06/2018,8,60
01/06/2018,9,66
01/06/2018,10,70
01/06/2018,11,81
01/06/2018,12,77
01/06/2018,13,69
01/06/2018,14,44
01/06/2018,15,41
01/06/2018,16,67
01/06/2018,17,56
01/06/2018,18,52
01/06/2018,19,62
01/06/2018,20,59
01/06/2018,21,50
01/06/2018,22,37
01/06/2018,23,27
01/06/2018,24,39
02/06/2018,1,19
02/06/2018,2,36
02/06/2018,3,14
02/06/2018,4,17
02/06/2018,5,30
02/06/2018,6,24
02/06/2018,7,26
02/06/2018,8,27
02/06/2018,9,34
02/06/2018,10,31
02/06/2018,11,32
02/06/2018,12,34
02/06/2018,13,35
02/06/2018,14,35
02/06/2018,15,38
02/06/2018,16,35
02/06/2018,17,38
02/06/2018,18,61
02/06/2018,19,61
02/06/2018,20,45
02/06/2018,21,40
02/06/2018,22,40
02/06/2018,23,18
02/06/2018,24,32
03/06/2018,1,10
03/06/2018,2,23
03/06/2018,3,14
03/06/2018,4,21
03/06/2018,5,25
03/06/2018,6,26
03/06/2018,7,26
03/06/2018,8,28
03/06/2018,9,34
03/06/2018,10,30
03/06/2018,11,26
03/06/2018,12,18
03/06/2018,13,19
03/06/2018,14,20
03/06/2018,15,17
03/06/2018,16,28
03/06/2018,17,40
03/06/2018,18,43
03/06/2018,19,56
03/06/2018,20,42
03/06/2018,21,26
03/06/2018,22,38
03/06/2018,23,33
03/06/2018,24,16
04/06/2018,1,23
04/06/2018,2,13
04/06/2018,3,10
04/06/2018,4,11
04/06/2018,5,14
04/06/2018,6,15
04/06/2018,7,21
04/06/2018,8,24
04/06/2018,9,32
04/06/2018,10,28
04/06/2018,11,30
04/06/2018,12,25
04/06/2018,13,26
04/06/2018,14,32
04/06/2018,15,38
04/06/2018,16,32
04/06/2018,17,25
04/06/2018,18,52
04/06/2018,19,46
04/06/2018,20,38
04/06/2018,21,28
04/06/2018,22,19
04/06/2018,23,24
04/06/2018,24,31
05/06/2018,1,24
05/06/2018,2,19
05/06/2018,3,28
05/06/2018,4,32
05/06/2018,5,31
05/06/2018,6,44
05/06/2018,7,50
05/06/2018,8,56
05/06/2018,9,60
05/06/2018,10,65
05/06/2018,11,60
05/06/2018,12,57
05/06/2018,13,51
05/06/2018,14,47
05/06/2018,15,48
05/06/2018,16,56
05/06/2018,17,56
05/06/2018,18,63
05/06/2018,19,60
05/06/2018,20,49
05/06/2018,21,52
05/06/2018,22,50
05/06/2018,23,43
05/06/2018,24,38
06/06/2018,1,52
06/06/2018,2,25
06/06/2018,3,33
06/06/2018,4,31
06/06/2018,5,34
06/06/2018,6,34
06/06/2018,7,39
06/06/2018,8,51
06/06/2018,9,50
06/06/2018,10,66
06/06/2018,11,69
06/06/2018,12,70
06/06/2018,13,70
06/06/2018,14,70
06/06/2018,15,66
06/06/2018,16,62
06/06/2018,17,55
06/06/2018,18,69
06/06/2018,19,113
06/06/2018,20,52
06/06/2018,21,37
06/06/2018,22,36
06/06/2018,23,28
06/06/2018,24,38
07/06/2018,1,33
07/06/2018,2,20
07/06/2018,3,35
07/06/2018,4,34
07/06/2018,5,42
07/06/2018,6,44
07/06/2018,7,47
07/06/2018,8,41
07/06/2018,9,44
07/06/2018,10,50
07/06/2018,11,76
07/06/2018,12,79
07/06/2018,13,61
07/06/2018,14,75
07/06/2018,15,78
07/06/2018,16,66
07/06/2018,17,93
07/06/2018,18,52
07/06/2018,19,37
07/06/2018,20,38
07/06/2018,21,26
07/06/2018,22,16
07/06/2018,23,28
07/06/2018,24,38
08/06/2018,1,16
08/06/2018,2,26
08/06/2018,3,10
08/06/2018,4,14
08/06/2018,5,20
08/06/2018,6,23
08/06/2018,7,27
08/06/2018,8,34
08/06/2018,9,41
08/06/2018,10,46
08/06/2018,11,55
08/06/2018,12,50
